Direccion Std,Estatus,Latitud,Longitud
"Santa Lucia 0, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Santa Pt.S/N 0, Santa",No geocodificable,No encontrado,No encontrado
"Santa Rosa . 6, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
Santo Toribio 125-127 125127,No geocodificable,No encontrado,No encontrado
"Santos Chocano S/N 0, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Satelite 0 B17, Ventanilla",No geocodificable,No encontrado,No encontrado
"Se?Ora De La Gracia 1, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Sebastian Barranca 0 5, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Sebastian Barranca 607, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Sec.Retamales728, San Jeronimo",No geocodificable,No encontrado,No encontrado
Seccion Frutas --,No geocodificable,No encontrado,No encontrado
"Seccion Manufacturados 7 7, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Sect. A Sub. Set Ii 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Sector I B-13 13, Rupa-Rupa",No geocodificable,No encontrado,No encontrado
"Separador Industrial 0 9, Callaria",No geocodificable,No encontrado,No encontrado
"Separadora Industrial 0 2, Villa El Salvador",No geocodificable,No encontrado,No encontrado
Serafin Filomeno S/N 0,No geocodificable,No encontrado,No encontrado
"Sevilla 111, Cayma",No geocodificable,No encontrado,No encontrado
"Siclo Xx 210, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Siglo Xxi ., Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
Simon Bolivar 0,No geocodificable,No encontrado,No encontrado
"Simon Bolivar 0, Curahuasi",No geocodificable,No encontrado,No encontrado
"Simon Bolivar 281, Chao",No geocodificable,No encontrado,No encontrado
Simon Bolivar 345,No geocodificable,No encontrado,No encontrado
"Simon Bolivar 913, Mariano Melgar",No geocodificable,No encontrado,No encontrado
"Simon Bolivar . 5-B, Cayma",No geocodificable,No encontrado,No encontrado
"Simon Bolivar Puesto 12 Ref, Reque",No geocodificable,No encontrado,No encontrado
Simon Bolivar S/N,No geocodificable,No encontrado,No encontrado
"So?Aque 1, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Sol 814 205, Santiago",No geocodificable,No encontrado,No encontrado
Sol Divino 0,No geocodificable,No encontrado,No encontrado
Sol Divino 117,No geocodificable,No encontrado,No encontrado
Sol Divino 202,No geocodificable,No encontrado,No encontrado
Sol Divino Pto 0,No geocodificable,No encontrado,No encontrado
Solomon Vilchez Cda 02 0,No geocodificable,No encontrado,No encontrado
"Sondor S/Ncalca 0, Coya",No geocodificable,No encontrado,No encontrado
"Sr De Los Milagros 0, Olmos",No geocodificable,No encontrado,No encontrado
"Sr De Los Milagros 440, Olmos",No geocodificable,No encontrado,No encontrado
"Sta Ana 0, Perene",No geocodificable,No encontrado,No encontrado
Suarez 672,No geocodificable,No encontrado,No encontrado
"Sucre 390, Lampa",No geocodificable,No encontrado,No encontrado
"Sur 547, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Suspiros 184, Mala",No geocodificable,No encontrado,No encontrado
"Tablo. . 1, San Jeronimo",No geocodificable,No encontrado,No encontrado
Tahuantinsuyo Mza 2,No geocodificable,No encontrado,No encontrado
"Taller De Vivienda Paraiso . 4, Majes",No geocodificable,No encontrado,No encontrado
"Tamayo Esquina Jose Galvez S/N, Dean Valdivia",No geocodificable,No encontrado,No encontrado
"Tambo 408, Mejia",No geocodificable,No encontrado,No encontrado
"Tambo S/N, Mejia",No geocodificable,No encontrado,No encontrado
"Tarapaca 102 A, Sachaca",No geocodificable,No encontrado,No encontrado
"Tarata 598, La Perla",No geocodificable,No encontrado,No encontrado
"Techo Propio 0 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Tercer Milenio 0, Perene",No geocodificable,No encontrado,No encontrado
"Terminal Pesquero Puesto N 12 ., Alto De La Alianza",No geocodificable,No encontrado,No encontrado
"Terpsicore 199, Ate",No geocodificable,No encontrado,No encontrado
"Tienda 2 Interior 0 0, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Tienda Exterior 13,14 Y 15, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Titan 127, Ate",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0 40, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0 43, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0 50, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0 52, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0 55, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0 57, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0 S/N, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 0, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 28, Callao",No geocodificable,No encontrado,No encontrado
"Todos Unidos 49, Callao",No geocodificable,No encontrado,No encontrado
"Tomaquesec.Brujo Pataref., Callaria",No geocodificable,No encontrado,No encontrado
"Trabajadores Unidos . Mt-13, Callao",No geocodificable,No encontrado,No encontrado
"Trabajadores Unidos Pto Mt7 0, Callao",No geocodificable,No encontrado,No encontrado
"Trabajadores Unidos Pto S15 0 F1, Callao",No geocodificable,No encontrado,No encontrado
Tres De Mayo 0,No geocodificable,No encontrado,No encontrado
"Tres De Mayo 16, San Jeronimo",No geocodificable,No encontrado,No encontrado
Tres De Mayo Bloque Afe 14 0,No geocodificable,No encontrado,No encontrado
Tres De Mayo Bloque B Ab -25 0,No geocodificable,No encontrado,No encontrado
"Trinitaria 204, Ate",No geocodificable,No encontrado,No encontrado
Triunfo 581,No geocodificable,No encontrado,No encontrado
Triunfo 758,No geocodificable,No encontrado,No encontrado
Triunfo 946,No geocodificable,No encontrado,No encontrado
Triunfo 957,No geocodificable,No encontrado,No encontrado
"Trsv.Jacinto Hernandez (Bueno 60, Bellavista",No geocodificable,No encontrado,No encontrado
Trujillo 106,No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 1, El Tambo",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 2, El Tambo",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 4, Santiago",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 7, Callaria",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 9, Santa",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 11, Callaria",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0 14, Bellavista",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0, Callaria",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 0, Saña",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 106, Cayma",No geocodificable,No encontrado,No encontrado
Tupac Amaru 119,No geocodificable,No encontrado,No encontrado
"Tupac Amaru 177, Moro",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 456, Concepcion",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 611, San Luis",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 720, Calca",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 1206, Amarilis",No geocodificable,No encontrado,No encontrado
"Tupac Amaru 1485, Saña",No geocodificable,No encontrado,No encontrado
"Tupac Amaru . 8, Pariñas",No geocodificable,No encontrado,No encontrado
"Tupac Amaru ., Namora",No geocodificable,No encontrado,No encontrado
"Tupac Amaru Pto 64 0 69, Bellavista",No geocodificable,No encontrado,No encontrado
"Tupac Amaru S/N 0, Sancos",No geocodificable,No encontrado,No encontrado
"Tupac Amaru S/N 7, Callaria",No geocodificable,No encontrado,No encontrado
"Tupac Amaru S/N, Calca",No geocodificable,No encontrado,No encontrado
"Tupac Amaru S/N, Mejia",No geocodificable,No encontrado,No encontrado
"Tupac Amaru S/N, Sibayo",No geocodificable,No encontrado,No encontrado
"Tupac Amaru Sn, Sibayo",No geocodificable,No encontrado,No encontrado
"Tupac7, Callaria",No geocodificable,No encontrado,No encontrado
"Ucayalifte Emp Irazola 0, Pangoa",No geocodificable,No encontrado,No encontrado
Ucrania - Mdo Jos  Olaya 0,No geocodificable,No encontrado,No encontrado
"Ucv 25 Lt 12 Zona B 0, Ate",No geocodificable,No encontrado,No encontrado
"Ucv 73 Lt 47 B 0, Ate",No geocodificable,No encontrado,No encontrado
"Ucv 81 6, Ate",No geocodificable,No encontrado,No encontrado
"Ucv 146 Zona J 0, Ate",No geocodificable,No encontrado,No encontrado
"Unificado 0 55, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 0 117, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 0 139, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 15 15, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 89, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 95, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 112, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 117, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado 129, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificado Pto 154, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificados 0 117, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificados 0 118, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificados 0 127, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificados 35, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificados 50, Ventanilla",No geocodificable,No encontrado,No encontrado
"Unificados . 59, Ventanilla",No geocodificable,No encontrado,No encontrado
"Union 0 1, Santiago",No geocodificable,No encontrado,No encontrado
"Union 104, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Union 308, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Union 409, La Perla",No geocodificable,No encontrado,No encontrado
"Union 716, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Union 933, Trujillo",No geocodificable,No encontrado,No encontrado
"Union4 Stan, Majes",No geocodificable,No encontrado,No encontrado
"Universitaria 5, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Universitaria 8, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Universitaria 151, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Universitaria 3297, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Uno 0 179, Bellavista",No geocodificable,No encontrado,No encontrado
"Urb El Porvenir S/N, Atico",No geocodificable,No encontrado,No encontrado
"Urb Virgen Del Rosario S/N 0, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Urb. Magisterial Ii Etapa 2, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Urb.Aduca 12 G, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Urb.Centenario 23 A, Mollendo",No geocodificable,No encontrado,No encontrado
"Urb.Enapu (Fte.Iglesia Dios Vi 0 15, Pariñas",No geocodificable,No encontrado,No encontrado
"Urb.Leoncio Prado 01 E, Amarilis",No geocodificable,No encontrado,No encontrado
"Urb.Licenciados11, Santo Tomas",No geocodificable,No encontrado,No encontrado
"Urb.Primavera 1 A, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Urb.Rinconada De Oquendo 14 A, Callao",No geocodificable,No encontrado,No encontrado
"Urb.Tres De Mayo 1 1, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Urb.Versalles 2 A, San Sebastian",No geocodificable,No encontrado,No encontrado
"Urb.Villa Gloria 18 A, Arequipa",No geocodificable,No encontrado,No encontrado
Urbanizacion Andres De Los Rey 1,No geocodificable,No encontrado,No encontrado
"Uvc 10 Lt 37 Zona M 0, Ate",No geocodificable,No encontrado,No encontrado
"V20, San Sebastian",No geocodificable,No encontrado,No encontrado
"V.R. Haya De La Torre 669, La Perla",No geocodificable,No encontrado,No encontrado
"Venezuela 2, La Joya",No geocodificable,No encontrado,No encontrado
"Venezuela 175, Callao",No geocodificable,No encontrado,No encontrado
"Venezuela 1312, Breña",No geocodificable,No encontrado,No encontrado
"Venezuela 2097, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 1A, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 99 99, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 103 103, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 104, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 106, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 109, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 136, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 172, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 178, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela 2379 255, Bellavista",No geocodificable,No encontrado,No encontrado
"Venezuela Pto 75, Lima",No geocodificable,No encontrado,No encontrado
"Venezuela Pto S/N 0, Callao",No geocodificable,No encontrado,No encontrado
"Via Compartida 1177, Callaria",No geocodificable,No encontrado,No encontrado
"Victor A. Belaunde 0 20, Campoverde",No geocodificable,No encontrado,No encontrado
"Victor Andres Belaunde 677 1, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Victor Raul 145, Chao",No geocodificable,No encontrado,No encontrado
"Victor Raul 350, Guadalupe",No geocodificable,No encontrado,No encontrado
"Victor Raul Haya De La To 2, La Perla",No geocodificable,No encontrado,No encontrado
Victor Raul Haya De La To 200,No geocodificable,No encontrado,No encontrado
"Victor Raul Haya De La To 259, La Perla",No geocodificable,No encontrado,No encontrado
"Victor Raul Haya De La To 739, La Perla",No geocodificable,No encontrado,No encontrado
"Victor Raul Haya De La To 779, La Perla",No geocodificable,No encontrado,No encontrado
"Victor Raul S/N, Paijan",No geocodificable,No encontrado,No encontrado
"Victoria 198, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Victoria Corso Zegarra 0 1, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Victoria Corso Zegarra 0 5, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Victoria Corso Zegarra 3, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Victoria Corso Zegarra 64, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Victoria Corzo Zegarra 2, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Victoria Corzo Zegarra 5, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Victoria Corzo Zegarra 7, Jacobo Hunter",No geocodificable,No encontrado,No encontrado
"Vidaurrazaga S/N 32 32, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Vila Vila . 20, Ite",No geocodificable,No encontrado,No encontrado
"Vilcanota S/N 0, Calca",No geocodificable,No encontrado,No encontrado
"Villa Metrito Pto22, Ventanilla",No geocodificable,No encontrado,No encontrado
"Villa Metritopto23, Ventanilla",No geocodificable,No encontrado,No encontrado
Villa Paraiso 54 Lte 7 0,No geocodificable,No encontrado,No encontrado
"Villa Santa Luisa 5 A, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
Villanueva Pinillos 140,No geocodificable,No encontrado,No encontrado
"Virgen De Cocharcas 280, El Tambo",No geocodificable,No encontrado,No encontrado
"Virgen De La Caridad P-S/N 0, Callao",No geocodificable,No encontrado,No encontrado
"Virgen Maria 0 S/N, Ventanilla",No geocodificable,No encontrado,No encontrado
"Virgen Maria 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Virgen Rosario 0 6, San Jeronimo",No geocodificable,No encontrado,No encontrado
"Viru G-3 0, El Tambo",No geocodificable,No encontrado,No encontrado
"Viru G-3 147, El Tambo",No geocodificable,No encontrado,No encontrado
Vista Al Mar Mza 154 Lte 12 0,No geocodificable,No encontrado,No encontrado
"Williams Leon Paz Norte 0 12, Ventanilla",No geocodificable,No encontrado,No encontrado
"Yaravi 299, Santa",No geocodificable,No encontrado,No encontrado
Zolita 0,No geocodificable,No encontrado,No encontrado
"Zon 1 Com 5 7, Yura",No geocodificable,No encontrado,No encontrado
"Zon I Com 1 2, Yura",No geocodificable,No encontrado,No encontrado
